MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,MSZoning,PavedDrive,Neighborhood,BldgType,HouseStyle,SalePrice
20,77.0,8335,5,5,1954,0,1124,0,0,1,0,3,1,0,RL,N,Edwards,1Fam,1Story,93000
60,,11170,7,5,1990,1,2514,0,0,2,1,4,0,693,RL,Y,Timber,1Fam,2Story,250000
120,64.0,5587,8,5,2008,0,1652,1,1,2,0,2,1,482,RM,Y,Crawfor,TwnhsE,1Story,392500
60,160.0,15623,10,5,1996,0,4476,1,0,3,1,4,2,813,RL,Y,NoRidge,1Fam,2Story,745000
30,60.0,10800,5,6,1920,1,1130,1,0,1,0,2,1,720,RL,Y,OldTown,1Fam,1Story,120000
20,50.0,35133,5,4,1963,0,1572,1,0,1,1,3,2,995,RL,Y,Timber,1Fam,1Story,186700
50,60.0,9738,5,7,1924,1,1221,1,0,1,0,4,0,392,RL,Y,Edwards,1Fam,1.5Fin,104900
190,107.0,10615,3,5,1900,1,1699,1,0,2,0,3,0,420,RL,Y,OldTown,2fmCon,2Story,95000
20,89.0,12461,8,5,1994,1,1624,1,0,2,0,2,1,757,RL,Y,NoRidge,1Fam,1Story,262000
60,68.0,8935,7,5,2002,0,1660,0,0,2,1,3,0,493,RL,Y,CollgCr,1Fam,2Story,195000
60,60.0,7500,7,5,1999,0,1804,0,0,2,1,3,1,442,RL,Y,Gilbert,1Fam,2Story,189000
190,,32463,4,4,1961,1,1622,1,0,1,0,3,1,1356,RL,Y,Mitchel,2fmCon,1Story,168000
160,24.0,2645,8,5,1999,1,1441,0,0,2,1,2,0,492,FV,Y,Somerst,Twnhs,2Story,174000
50,60.0,9600,5,8,1925,1,1472,0,0,1,0,3,0,250,RM,P,OldTown,1Fam,1.5Fin,125000
120,,4500,6,5,1999,0,1224,1,0,2,0,2,0,402,RM,Y,Mitchel,TwnhsE,1Story,165000
60,80.0,9364,6,7,1969,0,1352,0,0,1,1,4,0,299,RL,Y,Sawyer,1Fam,2Story,158000
60,51.0,8029,6,5,2005,0,1456,0,0,2,1,3,0,400,RL,Y,Gilbert,1Fam,2Story,176000
60,58.0,14054,7,5,2006,0,1863,0,0,2,1,4,1,660,RL,Y,Gilbert,1Fam,2Story,219210
75,65.0,8850,7,6,1916,1,1690,0,0,1,0,3,1,225,RM,Y,OldTown,1Fam,2.5Unf,144000
20,70.0,9100,7,5,2001,0,1212,0,0,2,0,3,0,573,RL,Y,CollgCr,1Fam,1Story,178000
20,75.0,11235,4,5,1963,1,1382,0,0,1,1,3,1,459,RL,Y,Sawyer,1Fam,1Story,148000
20,71.0,9353,4,5,1970,0,864,0,0,1,0,3,0,280,RL,Y,NAmes,1Fam,1Story,116050
60,80.0,10400,7,5,1998,0,1779,0,0,2,1,3,0,546,RL,Y,CollgCr,1Fam,2Story,197900
50,50.0,6000,5,8,1925,1,1348,1,0,1,0,3,1,216,RM,N,BrkSide,1Fam,1.5Fin,117000
20,75.0,9750,7,5,2000,1,1630,0,0,2,0,3,1,451,RL,Y,CollgCr,1Fam,1Story,213000
20,78.0,10140,5,6,1975,0,1074,1,0,1,1,3,0,495,RL,Y,NWAmes,1Fam,1Story,153500
20,90.0,14684,7,7,1990,1,2196,0,0,2,0,3,1,701,RL,Y,SawyerW,1Fam,1Story,271900
20,,8900,4,4,1966,0,1056,1,0,1,0,2,0,384,RH,Y,SawyerW,1Fam,1Story,107000
20,70.0,9135,6,5,2003,0,1700,1,0,2,0,3,0,544,RL,Y,CollgCr,1Fam,1Story,200000
20,70.0,7763,5,7,1962,1,1283,1,0,1,0,3,0,506,RL,Y,NAmes,1Fam,1Story,140000
20,85.0,10182,8,5,2006,0,1660,1,0,2,0,3,1,500,RL,Y,Somerst,1Fam,1Story,290000
60,70.0,11218,6,5,1992,0,1845,0,0,2,1,3,1,462,RL,Y,SawyerW,1Fam,2Story,189000
50,152.0,12134,8,7,1988,1,1752,0,0,2,0,4,0,492,RL,Y,Gilbert,1Fam,1.5Fin,164000
30,50.0,9340,4,6,1941,1,672,1,0,1,0,2,0,234,RL,N,Edwards,1Fam,1Story,113000
80,,10246,4,9,1965,1,960,1,1,0,0,0,0,364,RL,Y,Sawyer,1Fam,SLvl,145000
85,69.0,10205,5,5,1962,0,999,1,0,1,0,3,0,300,RL,Y,NAmes,1Fam,SFoyer,134500
20,99.0,7094,5,5,1966,0,894,0,0,1,0,3,0,384,RL,Y,Sawyer,1Fam,1Story,125000
90,68.0,8930,6,5,1978,0,1902,0,0,2,0,4,0,539,RM,Y,Sawyer,Duplex,1.5Fin,112000
20,72.0,8640,8,5,2009,0,1314,1,0,2,0,3,0,552,FV,Y,Somerst,1Fam,1Story,229456
50,52.0,6240,4,5,1947,1,912,0,0,1,0,2,0,0,RM,N,BrkSide,1Fam,1.5Fin,80500
160,21.0,1680,6,5,1971,0,1218,0,0,1,1,3,0,0,RM,N,BrDale,Twnhs,2Story,91500
20,66.0,7800,5,5,1964,0,912,0,0,1,0,2,0,288,RL,Y,NAmes,1Fam,1Story,115000
20,55.0,8250,5,5,1968,0,1211,0,0,1,0,3,1,322,RL,Y,Sawyer,1Fam,1Story,134000
50,78.0,10496,6,6,1949,1,1846,0,0,2,0,3,1,315,RL,Y,NAmes,1Fam,1.5Fin,143000
20,89.0,10680,5,3,1951,0,2136,0,0,2,0,4,0,528,RL,Y,NAmes,1Fam,1Story,137900
60,60.0,15384,7,5,2004,1,1490,1,0,2,1,3,1,388,RL,Y,Gilbert,1Fam,2Story,184000
80,65.0,10482,6,8,1958,0,1138,0,1,1,0,3,0,264,RL,Y,NAmes,1Fam,SLvl,145000
60,86.0,14598,6,5,2007,0,1933,0,0,2,1,4,1,668,RL,Y,Somerst,1Fam,2Story,214000
20,72.0,8872,5,8,1965,1,912,1,0,1,0,2,0,576,RL,Y,NAmes,1Fam,1Story,147000
120,65.0,8769,9,5,2008,0,1702,1,0,1,1,1,1,1052,RL,Y,NridgHt,TwnhsE,1Story,367294
80,70.0,7910,5,5,1960,0,1507,0,0,2,0,4,0,404,RL,Y,NAmes,1Fam,SLvl,127000
90,,18890,5,5,1977,0,2620,0,0,2,2,4,1,600,RL,N,Sawyer,Duplex,1.5Fin,190000
90,70.0,7728,5,6,1962,0,1190,1,0,1,0,3,0,540,RL,Y,NAmes,Duplex,SLvl,132500
90,70.0,9842,4,5,1962,0,1224,0,0,2,0,2,0,462,RL,Y,NAmes,Duplex,1Story,101800
20,,12160,5,5,1959,0,1188,1,0,1,0,3,0,531,RL,Y,NAmes,1Fam,1Story,142000
70,55.0,8525,5,6,1911,1,1964,0,0,1,1,4,0,0,RH,N,SWISU,1Fam,2Story,130000
70,96.0,13132,5,5,1914,1,1784,0,0,1,1,4,0,180,RL,N,Crawfor,1Fam,2Story,138887
160,36.0,2628,7,5,2003,0,1626,0,0,2,1,2,0,474,RL,Y,NridgHt,Twnhs,2Story,175500
60,41.0,12393,7,5,2004,1,1948,0,0,2,1,4,1,434,RL,Y,CollgCr,1Fam,2Story,195000
20,63.0,13072,6,5,2005,0,1141,0,0,1,1,3,0,484,RL,Y,SawyerW,1Fam,1Story,142500
20,64.0,9037,8,5,2006,0,1484,0,0,2,0,2,1,472,RL,Y,Timber,1Fam,1Story,265900
60,65.0,8158,7,5,2003,0,1768,1,0,2,1,3,0,543,RL,Y,CollgCr,1Fam,2Story,224900
20,83.0,9849,7,6,2007,0,1689,0,0,2,0,3,0,954,RL,Y,Somerst,1Fam,1Story,248328
85,85.0,10625,7,6,1974,0,1173,1,0,2,0,3,2,528,RL,Y,NWAmes,1Fam,SFoyer,170000
20,107.0,13891,10,5,2006,0,2076,1,0,2,1,2,1,850,RL,Y,NridgHt,1Fam,1Story,465000
70,,11435,8,7,1929,1,1517,0,0,1,0,3,2,400,RL,Y,Crawfor,1Fam,2Story,230000
80,78.0,12090,6,7,1984,1,1868,0,0,3,1,3,1,477,RL,Y,NWAmes,1Fam,SLvl,178000
60,65.0,8125,7,5,2005,1,1553,0,0,2,1,3,0,615,FV,Y,Somerst,1Fam,2Story,186500
80,,12328,6,5,1976,0,1034,1,0,1,0,3,0,888,RL,Y,Mitchel,1Fam,SLvl,169900
75,60.0,9600,6,5,1917,1,2058,0,0,1,1,3,1,396,RM,P,OldTown,1Fam,2.5Unf,129500
20,60.0,7200,5,7,1950,0,988,0,0,1,0,3,0,276,RL,Y,NAmes,1Fam,1Story,119000
20,93.0,11160,7,5,1968,0,2110,1,0,2,1,3,2,522,RL,Y,NAmes,1Fam,1Story,244000
120,,3136,7,5,2003,0,1405,0,0,2,0,2,1,478,RL,Y,NridgHt,TwnhsE,1Story,171750
20,62.0,9858,5,6,1968,0,874,1,0,1,0,3,0,288,RL,Y,Mitchel,1Fam,1Story,130000
60,,17542,7,7,1974,1,2167,1,0,2,1,3,2,518,RL,Y,Veenker,1Fam,2Story,294000
60,60.0,6931,7,5,2003,1,1656,0,0,2,1,3,1,397,RL,Y,Edwards,1Fam,2Story,165400
50,52.0,6240,6,6,1931,1,1367,0,0,1,0,3,1,560,RM,Y,BrkSide,1Fam,1.5Fin,127500
20,91.0,14303,8,5,1994,0,1987,1,0,2,0,2,1,691,RL,Y,NoRidge,1Fam,1Story,301500
30,56.0,4060,5,8,1922,1,864,0,0,1,0,2,0,0,RL,Y,Edwards,1Fam,1Story,99900
80,59.0,9587,7,5,2005,0,1166,1,0,2,0,2,0,400,RL,Y,Gilbert,1Fam,SLvl,190000
20,65.0,9750,6,8,1969,0,1054,1,0,1,1,3,0,460,RL,Y,NAmes,1Fam,1Story,151000
60,,24682,6,5,1999,0,1675,0,0,2,1,3,1,502,RL,Y,Gilbert,1Fam,2Story,181000
20,80.0,9600,5,6,1956,0,1050,0,0,1,0,2,0,338,RL,Y,NAmes,1Fam,1Story,128900
50,,11250,4,5,1957,1,1788,1,0,1,0,5,2,304,RL,Y,ClearCr,1Fam,1.5Fin,161500
70,60.0,13515,6,6,1919,1,1824,0,0,1,0,3,1,520,RL,N,BrkSide,1Fam,2Story,180500
120,34.0,4060,6,5,1998,1,1337,1,0,2,0,2,0,511,RH,Y,NAmes,TwnhsE,1Story,181000
160,35.0,3735,7,5,1999,0,1452,1,0,2,1,3,0,506,FV,Y,Somerst,TwnhsE,2Story,183900
190,60.0,10120,7,4,1910,1,1889,0,0,1,1,4,1,308,RM,N,OldTown,2fmCon,2.5Unf,122000
20,89.0,13214,9,5,2008,1,2018,0,0,2,0,3,1,746,RL,Y,Timber,1Fam,1Story,378500
50,,14100,8,9,1935,1,3447,0,0,3,1,4,2,1014,RL,Y,Crawfor,1Fam,1.5Fin,381000
50,78.0,11344,5,5,1958,0,1524,0,0,1,1,3,0,315,RL,Y,NAmes,1Fam,1.5Fin,144000
40,,23595,7,6,1979,0,1524,2,0,0,1,0,1,586,RL,Y,ClearCr,1Fam,1Story,260000
20,,9156,6,7,1968,0,1489,0,0,2,0,3,1,462,RL,Y,NWAmes,1Fam,1Story,185750
20,,13526,5,6,1965,0,935,1,0,1,0,3,0,288,RL,Y,Sawyer,1Fam,1Story,137000
80,124.0,11512,6,7,1959,1,1357,1,0,1,0,2,1,312,RL,Y,Edwards,1Fam,SLvl,177000
50,53.0,5362,5,6,1910,1,1250,0,0,2,0,3,1,552,RL,Y,Crawfor,1Fam,1.5Fin,139000
90,95.0,11345,5,5,1948,1,1920,0,0,2,0,4,0,400,RL,Y,NAmes,Duplex,2Story,137000
60,,12936,6,6,1972,0,1395,0,1,1,1,3,1,497,RL,Y,NWAmes,1Fam,2Story,162000
80,,17871,6,5,1967,1,1724,1,0,1,1,3,1,480,RL,Y,NWAmes,1Fam,SLvl,197900
60,75.0,9473,8,5,2002,0,2031,1,0,2,1,3,1,577,RL,Y,CollgCr,1Fam,2Story,237000
50,60.0,7500,4,4,1920,1,1128,0,0,1,0,2,0,528,C (all),Y,IDOTRR,1Fam,1.5Fin,68400
20,67.0,9808,7,5,2002,0,1573,1,0,2,0,3,0,544,RL,Y,CollgCr,1Fam,1Story,227000
20,50.0,8049,7,5,1990,0,1339,1,0,2,0,2,1,484,RL,Y,Timber,1Fam,1Story,180000
20,61.0,8800,5,7,1977,1,1040,0,0,2,0,3,0,484,RL,Y,CollgCr,1Fam,1Story,150500
90,94.0,9400,6,5,1971,0,1824,0,0,2,2,4,0,0,RL,Y,Mitchel,Duplex,2Story,139000
50,50.0,9638,6,7,1919,1,2447,0,0,2,0,4,1,336,RL,Y,SWISU,1Fam,1.5Fin,169000
50,50.0,6000,6,6,1939,1,1412,0,0,1,0,4,1,280,RM,Y,BrkSide,1Fam,1.5Fin,132500
20,,9790,6,5,1963,0,1328,1,0,1,1,3,2,528,RL,Y,NWAmes,1Fam,1Story,143000
20,,36500,5,5,1964,0,1582,0,1,2,0,4,0,390,RL,N,ClearCr,1Fam,1Story,190000
120,40.0,5664,8,5,2000,0,1659,1,0,2,0,2,1,499,RL,Y,StoneBr,TwnhsE,1Story,278000
60,86.0,11065,8,5,2006,0,1970,0,0,2,1,3,1,753,RL,Y,NridgHt,1Fam,2Story,281000
80,,14112,5,7,1964,0,1152,1,0,1,0,3,1,484,RL,Y,NAmes,1Fam,SLvl,180500
160,21.0,1680,5,7,1972,0,1302,0,0,2,1,3,0,264,RM,Y,BrDale,Twnhs,2Story,119500
70,60.0,6600,5,4,1892,1,2372,0,0,2,0,4,0,432,RM,Y,OldTown,1Fam,2Story,107500
60,78.0,10140,7,5,1976,0,1664,0,0,2,1,4,1,528,RL,Y,NWAmes,1Fam,2Story,162900
20,60.0,8172,5,7,1955,1,864,1,0,1,0,2,0,572,RL,N,Edwards,1Fam,1Story,115000
20,70.0,8400,5,5,1968,0,1052,1,0,1,1,3,0,288,RL,Y,NAmes,1Fam,1Story,138500
20,80.0,8700,5,6,1963,0,1128,1,0,2,0,3,0,525,RL,Y,NAmes,1Fam,1Story,155000
180,35.0,3675,6,5,2005,1,1072,1,0,2,0,2,0,525,RM,Y,Edwards,TwnhsE,SFoyer,140000
60,313.0,63887,10,5,2008,0,5642,2,0,2,1,3,3,1418,RL,Y,Edwards,1Fam,2Story,160000
20,75.0,7500,5,7,1959,1,1246,1,0,1,1,3,0,305,RL,Y,NAmes,1Fam,1Story,154000
60,,10762,7,5,1999,0,1983,0,0,2,1,3,1,490,RL,Y,Gilbert,1Fam,2Story,225000
70,,7500,6,7,1942,1,1494,0,0,1,0,3,2,213,RL,P,Crawfor,1Fam,2Story,177500
60,92.0,10120,8,5,1994,0,2526,1,0,2,1,4,1,844,RL,Y,NoRidge,1Fam,2Story,290000
20,73.0,8688,7,5,2005,0,1616,0,0,2,0,3,0,834,RL,Y,Somerst,1Fam,1Story,232000
160,32.0,3363,7,5,2004,0,1708,0,0,2,0,3,0,380,RM,Y,Edwards,TwnhsE,2Story,130000
20,108.0,13173,9,5,2006,1,1652,1,0,2,0,2,2,840,RL,Y,NridgHt,1Fam,1Story,325000
120,48.0,6955,7,5,2005,1,1368,0,0,2,0,2,1,474,RL,Y,NridgHt,TwnhsE,1Story,202500
20,60.0,8072,5,5,1994,1,990,1,0,1,0,3,0,480,RL,Y,CollgCr,1Fam,1Story,138000
20,100.0,12000,5,7,1948,1,1122,1,0,1,0,2,0,528,RM,Y,OldTown,1Fam,1Story,147000
20,,7153,6,5,1991,0,1294,1,0,2,0,3,0,496,RL,Y,SawyerW,1Fam,1Story,179200
20,100.0,17500,7,8,1959,1,1902,1,0,2,0,3,2,567,RL,Y,Crawfor,1Fam,1Story,335000
20,68.0,8814,7,5,2005,1,1274,1,0,2,0,3,0,508,RL,Y,CollgCr,1Fam,1Story,203000
60,,9572,8,5,1990,0,2810,0,0,2,1,4,1,750,RL,Y,NoRidge,1Fam,2Story,302000
60,108.0,14774,9,5,1999,0,2599,0,0,2,1,4,1,779,RL,Y,NoRidge,1Fam,2Story,333168
20,60.0,8190,4,6,1954,0,948,1,0,1,0,3,1,280,RL,Y,Edwards,1Fam,1Story,119000
60,85.0,11075,6,5,1969,0,2112,0,0,2,1,4,2,576,RL,Y,NAmes,1Fam,2Story,206900
20,61.0,10226,8,5,2008,0,1630,1,0,2,0,3,1,860,RL,Y,CollgCr,1Fam,1Story,295493
120,47.0,4230,7,5,2006,1,1352,0,0,2,0,2,1,466,FV,Y,Somerst,TwnhsE,1Story,208900
20,,14781,8,5,2001,1,1787,0,0,2,0,3,1,748,RL,Y,CollgCr,1Fam,1Story,275000
20,75.0,10215,4,5,1954,0,948,0,0,1,0,3,0,248,RL,Y,Edwards,1Fam,1Story,111000
20,70.0,8400,6,3,1957,0,1478,1,0,1,1,3,2,442,RL,Y,NAmes,1Fam,1Story,156500
20,,6627,3,6,1949,1,720,0,0,1,0,2,0,287,RL,Y,BrkSide,1Fam,1Story,72500
60,107.0,10186,7,5,1992,0,1923,1,0,2,1,3,1,564,RL,Y,NoRidge,1Fam,2Story,190000
30,50.0,5330,4,7,1940,1,708,0,0,1,0,2,0,0,RL,Y,BrkSide,1Fam,1Story,82500
20,75.0,9986,8,5,2006,1,1795,0,0,2,0,2,1,895,RL,Y,Somerst,1Fam,1Story,147000
30,40.0,3636,4,4,1922,1,796,0,0,1,0,2,0,0,RM,N,IDOTRR,1Fam,1Story,55000
30,70.0,4270,3,6,1931,1,774,0,0,1,0,3,0,0,RH,Y,Edwards,1Fam,1Story,79000
20,60.0,6600,5,9,1982,1,816,0,1,1,0,3,1,264,RL,Y,Mitchel,1Fam,1Story,130500
50,60.0,10440,6,7,1920,1,2792,0,0,2,0,5,2,520,RM,Y,OldTown,1Fam,1.5Fin,256000
60,63.0,9084,7,5,1998,0,1632,0,0,2,1,3,1,462,RL,Y,Gilbert,1Fam,2Story,176500
20,85.0,10000,8,5,2006,0,1588,0,0,2,0,3,1,825,RL,Y,Somerst,1Fam,1Story,227000
80,55.0,10780,5,5,1976,0,954,0,0,1,0,3,0,576,RL,Y,CollgCr,1Fam,SLvl,132500
20,67.0,8877,4,6,1938,1,816,1,0,1,0,2,1,288,RL,Y,Edwards,1Fam,1Story,100000
50,60.0,7200,5,6,1938,1,1360,0,0,1,1,2,0,297,RM,Y,IDOTRR,1Fam,1.5Fin,125500
160,24.0,2368,5,6,1970,0,1365,0,0,1,1,3,0,440,RM,Y,BrDale,TwnhsE,2Story,125000
20,80.0,9650,6,5,1977,0,1334,0,1,2,0,2,1,630,RL,Y,NWAmes,1Fam,1Story,167900
90,87.0,9246,5,5,1973,0,1656,0,0,2,0,4,0,506,RL,Y,NWAmes,Duplex,1Story,135000
30,153.0,4118,4,4,1941,1,693,0,0,1,0,2,0,0,RM,N,OldTown,1Fam,1Story,52500
60,95.0,13450,7,5,2002,0,1861,1,0,2,1,3,0,492,RL,Y,CollgCr,1Fam,2Story,200000
20,120.0,9560,5,7,1972,0,864,0,0,1,0,3,0,288,RL,Y,CollgCr,1Fam,1Story,128500
20,70.0,8294,4,5,1971,0,872,0,0,1,0,3,0,480,RL,Y,NAmes,1Fam,1Story,123000
20,66.0,13695,6,5,2003,1,1114,1,0,1,0,3,0,576,RL,Y,SawyerW,1Fam,1Story,155000
60,,9375,8,5,2002,0,2169,0,0,2,1,3,1,647,RL,Y,CollgCr,1Fam,2Story,228500
50,57.0,7558,6,6,1928,1,1913,0,0,1,1,3,1,342,RL,Y,Crawfor,1Fam,1.5Fin,177000
60,85.0,11103,7,5,2006,0,1456,0,0,2,1,3,1,440,RL,Y,CollgCr,1Fam,2Story,155835
30,50.0,6000,4,4,1920,1,960,0,0,1,0,2,0,308,RM,Y,OldTown,1Fam,1Story,108500
20,,20781,7,7,1968,1,2156,0,0,2,0,3,1,508,RL,Y,NWAmes,1Fam,1Story,262500
20,93.0,15306,8,5,2006,1,1776,1,0,2,0,3,1,712,RL,Y,Timber,1Fam,1Story,283463
20,,16196,7,5,1998,0,1494,1,0,2,0,3,1,514,RL,Y,SawyerW,1Fam,1Story,215000
70,50.0,5250,8,5,1872,1,2358,0,0,2,0,4,0,0,RM,Y,OldTown,1Fam,2Story,122000
90,91.0,11643,5,5,1969,0,2634,1,1,2,2,6,0,968,RL,Y,NAmes,Duplex,2Story,200000
60,70.0,9247,6,6,1962,0,1716,0,0,1,1,4,1,490,RL,Y,NAmes,1Fam,2Story,171000
50,50.0,6000,6,9,1937,1,1176,0,0,1,0,2,0,624,RM,N,BrkSide,1Fam,1.5Fin,134900
50,56.0,14720,8,5,1995,1,3238,1,0,2,1,4,1,666,RL,Y,NoRidge,1Fam,1.5Fin,410000
60,,10316,7,5,2000,0,1865,1,0,2,1,3,1,839,RL,Y,CollgCr,1Fam,2Story,235000
80,102.0,10192,7,6,1968,1,1920,0,0,3,0,4,1,487,RL,Y,NWAmes,1Fam,SLvl,170000
20,,9477,5,5,1966,0,892,0,0,1,0,3,0,264,RL,Y,NAmes,1Fam,1Story,110000
20,,12537,5,6,1971,1,1078,1,0,1,1,3,1,500,RL,Y,NAmes,1Fam,1Story,149900
160,,2117,6,5,2000,0,1573,0,0,2,1,3,0,440,FV,Y,Somerst,Twnhs,2Story,177500
20,129.0,16737,9,5,2004,1,1980,1,0,2,0,3,1,770,RL,Y,NridgHt,1Fam,1Story,315000
70,51.0,9842,5,6,1921,1,2601,0,0,3,1,4,0,621,RL,Y,SWISU,1Fam,2Story,189000
20,124.0,16158,7,5,2005,0,1530,1,0,2,0,3,1,430,RL,Y,StoneBr,1Fam,1Story,260000
50,,12513,4,4,1920,1,1738,0,0,2,0,4,1,368,RL,Y,NAmes,1Fam,1.5Fin,104900
60,73.0,8499,6,5,2006,1,1412,0,0,2,1,3,1,432,RL,Y,Gilbert,1Fam,2Story,156932
160,30.0,3180,7,5,2005,0,1200,0,0,2,1,2,0,480,FV,Y,Somerst,TwnhsE,2Story,144152
60,,7500,7,5,2000,0,1674,1,0,2,1,3,0,663,FV,Y,Somerst,1Fam,2Story,216000
60,68.0,9179,7,5,1999,0,1790,1,0,2,1,3,0,588,RL,Y,CollgCr,1Fam,2Story,193000
160,41.0,2665,5,6,1977,0,1475,0,0,2,0,4,1,336,RM,Y,MeadowV,TwnhsE,2Story,127000
120,,4435,6,5,2003,1,848,1,0,1,0,1,0,420,RM,Y,CollgCr,TwnhsE,1Story,144000
20,48.0,10635,8,5,2003,0,1668,1,0,2,0,3,1,502,RL,Y,CollgCr,1Fam,1Story,232000
50,90.0,5400,4,6,1920,1,1374,0,0,1,0,2,0,338,RL,Y,OldTown,1Fam,1.5Fin,105000
80,80.0,9600,6,6,1955,1,1661,1,0,1,0,3,1,377,RL,Y,NAmes,1Fam,SLvl,165500
60,75.0,9750,7,6,1998,0,2097,1,0,2,1,3,1,583,RL,Y,CollgCr,1Fam,2Story,274300
20,,11400,10,5,2001,1,2633,1,0,2,1,2,2,804,RL,Y,NoRidge,1Fam,1Story,466500
60,85.0,10625,7,5,2005,0,1958,0,0,2,1,3,1,936,FV,Y,Somerst,1Fam,2Story,250000
20,89.0,10991,8,5,2007,0,1571,0,0,2,0,3,1,722,RL,Y,Timber,1Fam,1Story,239000
30,52.0,6292,6,5,1930,1,790,0,0,1,0,2,0,160,RL,Y,SWISU,1Fam,1Story,91000
50,60.0,10998,5,5,1941,1,1604,0,0,2,0,3,0,660,RL,Y,Edwards,1Fam,1.5Fin,117000
160,21.0,1953,6,5,1973,0,987,0,0,1,1,2,0,264,RM,Y,BrDale,Twnhs,2Story,83000
80,73.0,9735,5,5,2006,1,1394,0,0,2,1,3,0,400,RL,Y,Timber,1Fam,SLvl,167500
30,45.0,8212,3,3,1914,1,864,1,0,1,0,2,0,200,RL,Y,Edwards,1Fam,1Story,58500
20,,12925,6,7,1970,0,2117,0,0,2,1,4,2,550,RL,Y,NAmes,1Fam,1Story,237500
70,60.0,7200,7,7,1920,1,1762,1,0,1,1,4,0,576,RM,N,OldTown,1Fam,2Story,157000
30,,25339,5,7,1918,1,1416,0,0,2,0,3,0,576,RL,N,Sawyer,1Fam,1Story,112000
50,60.0,9060,6,5,1939,1,1258,0,0,1,0,2,0,280,RL,P,Edwards,1Fam,1.5Fin,105000
50,40.0,5436,4,8,1922,1,1154,1,0,1,0,3,0,240,RM,N,IDOTRR,1Fam,1.5Fin,125500
60,80.0,16692,7,5,1978,0,2784,1,0,3,1,5,2,564,RL,Y,NWAmes,1Fam,2Story,250000
50,60.0,8520,6,7,1916,1,2526,0,0,2,0,5,1,216,RM,Y,OldTown,1Fam,1.5Fin,136000
20,42.0,14892,9,5,2006,1,1746,1,0,2,0,3,2,758,RL,Y,Gilbert,1Fam,1Story,377500
50,60.0,6000,6,6,1941,1,1218,0,1,1,0,3,1,440,RM,Y,BrkSide,1Fam,1.5Fin,131000
20,70.0,9100,7,5,2000,0,1525,1,0,2,0,3,0,541,RL,Y,CollgCr,1Fam,1Story,235000
90,65.0,8944,5,5,1967,0,1584,0,0,2,0,4,0,792,RL,Y,NAmes,Duplex,1Story,124000
85,68.0,7838,5,5,1967,0,900,1,0,1,0,3,1,288,RL,Y,NAmes,1Fam,SFoyer,123000
190,60.0,10800,6,7,1905,1,1912,0,0,2,0,3,1,672,RM,Y,OldTown,2fmCon,1.5Fin,163000
120,53.0,4045,7,5,2006,0,1500,1,0,2,0,2,1,648,RL,Y,Blmngtn,TwnhsE,1Story,246578
60,88.0,12665,8,5,2005,1,2482,0,0,2,1,4,1,642,RL,Y,Timber,1Fam,2Story,281213
20,,57200,5,5,1948,1,1687,1,0,1,0,3,2,572,RL,N,Timber,1Fam,1Story,160000
70,51.0,6120,5,8,1920,1,1513,0,0,1,1,4,0,180,RM,N,BrkSide,1Fam,2Story,137500
50,60.0,7200,5,4,1950,1,1904,1,0,1,1,3,0,240,RL,Y,NAmes,1Fam,1.5Fin,138000
50,51.0,6171,6,6,1925,1,1608,0,0,2,1,3,1,216,RL,Y,SWISU,1Fam,1.5Fin,137450
50,50.0,6000,6,7,1929,1,1158,0,0,1,0,3,1,208,RM,Y,BrkSide,1Fam,1.5Fin,120000
60,62.0,7415,6,5,2004,0,1593,1,0,2,1,3,1,398,RL,Y,Gilbert,1Fam,2Story,193000
20,64.0,6762,7,5,2006,0,1294,0,0,2,0,2,1,662,RL,Y,CollgCr,1Fam,1Story,193879
20,49.0,15256,8,5,2007,0,1464,1,0,2,0,3,0,754,RL,Y,Somerst,1Fam,1Story,282922
50,60.0,10410,3,4,1915,1,1214,0,0,1,0,3,0,936,RL,Y,OldTown,1Fam,1.5Fin,105000
120,44.0,3842,8,5,2004,1,1646,1,1,2,0,2,1,482,RM,Y,Crawfor,TwnhsE,1Story,275000
85,70.0,8445,5,7,1972,1,768,1,0,1,0,2,0,396,RL,Y,CollgCr,1Fam,SFoyer,133000
20,,8780,5,5,1985,0,833,1,0,1,0,3,0,0,RL,Y,Mitchel,1Fam,1Story,112000
70,60.0,7740,4,7,1910,1,1363,0,0,1,0,3,0,528,RM,Y,OldTown,1Fam,2Story,125500
60,46.0,20544,7,6,1986,1,2093,0,0,2,1,3,1,542,RL,Y,NWAmes,1Fam,2Story,215000
60,79.0,12420,7,5,2001,0,1840,1,0,2,1,3,0,622,RL,Y,CollgCr,1Fam,2Story,230000
50,80.0,9600,6,8,1950,1,1668,0,0,1,1,3,0,271,RL,Y,NAmes,1Fam,1.5Fin,140000
90,60.0,7200,4,5,1949,1,1040,0,0,2,0,2,0,420,RL,Y,NAmes,Duplex,1Story,90000
20,88.0,10994,8,5,2005,1,1844,1,0,2,0,2,1,620,RL,Y,SawyerW,1Fam,1Story,257000
50,64.0,13053,6,7,1923,1,1848,0,0,1,1,4,1,370,RL,N,BrkSide,1Fam,1.5Fin,207000
